segment_id,km_inicio,km_fin,observed_at_utc,ingested_at_utc,metric_name,metric_value,unit,evidence_type,fuente,source_version,uncertainty_lower,uncertainty_upper,quality_flag,is_simulated,simulation_scenario_id,notes
seg_005_006,5,6,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,65.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,63.500,67.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_005_006,5,6,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,63.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,60.500,66.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_006_007,6,7,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,74.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,72.000,76.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_006_007,6,7,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,73.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,70.000,76.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_007_008,7,8,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,72.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,70.000,74.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_007_008,7,8,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,72.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,69.000,75.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_008_009,8,9,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,70.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,68.000,72.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_008_009,8,9,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,71.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,68.000,74.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_009_010,9,10,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,68.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,66.000,70.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_009_010,9,10,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,70.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,67.000,73.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_010_011,10,11,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,66.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,64.000,68.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_010_011,10,11,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,64.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,61.000,67.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_011_012,11,12,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,74.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,72.500,76.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_011_012,11,12,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,73.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,70.500,76.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_012_013,12,13,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,72.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,70.500,74.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_012_013,12,13,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,72.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,69.500,75.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_013_014,13,14,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,70.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,68.500,72.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_013_014,13,14,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,71.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,68.500,74.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_014_015,14,15,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,68.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,66.500,70.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_014_015,14,15,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,70.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,67.500,73.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_015_016,15,16,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,66.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,64.500,68.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_015_016,15,16,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,64.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,61.500,67.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_016_017,16,17,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,75.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,73.000,77.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_016_017,16,17,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,74.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,71.000,77.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_017_018,17,18,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,73.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,71.000,75.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_017_018,17,18,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,73.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,70.000,76.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_018_019,18,19,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,71.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,69.000,73.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_018_019,18,19,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,72.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,69.000,75.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_019_020,19,20,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,69.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,67.000,71.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_019_020,19,20,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,71.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,68.000,74.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_020_021,20,21,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,67.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,65.000,69.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_020_021,20,21,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,55.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,52.000,58.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_021_022,21,22,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,65.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,63.000,67.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_021_022,21,22,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,53.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,50.000,56.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_022_023,22,23,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,73.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,71.500,75.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_022_023,22,23,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,61.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,58.500,64.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_023_024,23,24,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,71.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,69.500,73.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_023_024,23,24,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,59.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,56.500,62.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_024_025,24,25,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,69.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,67.500,71.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_024_025,24,25,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,57.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,54.500,60.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_025_026,25,26,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,67.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,65.500,69.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_025_026,25,26,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,55.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,52.500,58.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_026_027,26,27,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,65.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,63.500,67.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_026_027,26,27,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,53.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,50.500,56.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_027_028,27,28,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,74.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,72.000,76.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_027_028,27,28,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,62.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,59.000,65.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_028_029,28,29,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,72.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,70.000,74.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_028_029,28,29,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,60.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,57.000,63.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_029_030,29,30,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,70.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,68.000,72.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_029_030,29,30,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,58.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,55.000,61.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_030_031,30,31,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,68.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,66.000,70.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_030_031,30,31,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,66.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,63.000,69.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_031_032,31,32,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,66.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,64.000,68.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_031_032,31,32,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,65.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,62.000,68.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_032_033,32,33,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,74.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,72.500,76.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_032_033,32,33,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,74.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,71.500,77.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_033_034,33,34,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,72.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,70.500,74.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_033_034,33,34,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,73.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,70.500,76.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_034_035,34,35,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,70.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,68.500,72.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_034_035,34,35,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,72.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,69.500,75.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_035_036,35,36,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,68.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,66.500,70.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_035_036,35,36,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,66.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,63.500,69.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_036_037,36,37,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,66.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,64.500,68.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_036_037,36,37,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,65.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,62.500,68.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_037_038,37,38,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,75.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,73.000,77.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_037_038,37,38,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,75.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,72.000,78.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_038_039,38,39,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,73.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,71.000,75.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_038_039,38,39,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,74.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,71.000,77.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_039_040,39,40,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,71.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,69.000,73.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_039_040,39,40,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,73.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,70.000,76.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_040_041,40,41,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,69.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,67.000,71.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_040_041,40,41,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,67.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,64.000,70.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_041_042,41,42,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,67.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,65.000,69.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_041_042,41,42,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,66.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,63.000,69.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_042_043,42,43,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,65.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,63.000,67.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_042_043,42,43,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,65.000,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,62.000,68.000,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_043_044,43,44,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,73.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,71.500,75.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_043_044,43,44,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,74.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,71.500,77.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_044_045,44,45,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,71.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,69.500,73.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_044_045,44,45,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,73.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,70.500,76.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_045_046,45,46,2026-01-01T00:00:00Z,2026-02-02T00:00:00Z,demo_surface_condition_index,69.500,simulated_index_0_100,simulated,simulation:deterministic_change_control_demo,v0.1,67.500,71.500,simulated_demo_only,true,demo_change_control_v1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
