change_event_id,segment_id,baseline_snapshot_at_utc,current_snapshot_at_utc,metric_name,baseline_value,current_value,delta_abs,delta_pct,change_direction,change_class,confidence,is_simulated,simulation_scenario_id,fuente,source_version
chg_demo_change_control_v1_seg_025_026_demo_surface_condition_index,seg_025_026,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,67.500,55.500,-12.000,-17.777778,decrease,major,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_026_027_demo_surface_condition_index,seg_026_027,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,65.500,53.500,-12.000,-18.320611,decrease,major,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_027_028_demo_surface_condition_index,seg_027_028,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,74.000,62.000,-12.000,-16.216216,decrease,major,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_028_029_demo_surface_condition_index,seg_028_029,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,72.000,60.000,-12.000,-16.666667,decrease,major,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_029_030_demo_surface_condition_index,seg_029_030,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,70.000,58.000,-12.000,-17.142857,decrease,major,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_030_031_demo_surface_condition_index,seg_030_031,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,68.000,66.000,-2.000,-2.941176,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_031_032_demo_surface_condition_index,seg_031_032,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,66.000,65.000,-1.000,-1.515152,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_032_033_demo_surface_condition_index,seg_032_033,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,74.500,74.500,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_033_034_demo_surface_condition_index,seg_033_034,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,72.500,73.500,1.000,1.379310,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_034_035_demo_surface_condition_index,seg_034_035,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,70.500,72.500,2.000,2.836879,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_035_036_demo_surface_condition_index,seg_035_036,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,68.500,66.500,-2.000,-2.919708,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_036_037_demo_surface_condition_index,seg_036_037,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,66.500,65.500,-1.000,-1.503759,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_037_038_demo_surface_condition_index,seg_037_038,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,75.000,75.000,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_038_039_demo_surface_condition_index,seg_038_039,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,73.000,74.000,1.000,1.369863,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_039_040_demo_surface_condition_index,seg_039_040,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,71.000,73.000,2.000,2.816901,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_040_041_demo_surface_condition_index,seg_040_041,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,69.000,67.000,-2.000,-2.898551,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_041_042_demo_surface_condition_index,seg_041_042,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,67.000,66.000,-1.000,-1.492537,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_042_043_demo_surface_condition_index,seg_042_043,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,65.000,65.000,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_043_044_demo_surface_condition_index,seg_043_044,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,73.500,74.500,1.000,1.360544,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_044_045_demo_surface_condition_index,seg_044_045,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,71.500,73.500,2.000,2.797203,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_045_046_demo_surface_condition_index,seg_045_046,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,69.500,67.500,-2.000,-2.877698,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_046_047_demo_surface_condition_index,seg_046_047,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,67.500,66.500,-1.000,-1.481481,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_047_048_demo_surface_condition_index,seg_047_048,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,65.500,65.500,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_048_049_demo_surface_condition_index,seg_048_049,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,74.000,75.000,1.000,1.351351,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_049_050_demo_surface_condition_index,seg_049_050,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,72.000,74.000,2.000,2.777778,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_050_051_demo_surface_condition_index,seg_050_051,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,70.000,68.000,-2.000,-2.857143,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_051_052_demo_surface_condition_index,seg_051_052,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,68.000,67.000,-1.000,-1.470588,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_052_053_demo_surface_condition_index,seg_052_053,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,66.000,66.000,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_053_054_demo_surface_condition_index,seg_053_054,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,74.500,75.500,1.000,1.342282,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_054_055_demo_surface_condition_index,seg_054_055,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,72.500,74.500,2.000,2.758621,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_055_056_demo_surface_condition_index,seg_055_056,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,70.500,68.500,-2.000,-2.836879,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_056_057_demo_surface_condition_index,seg_056_057,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,68.500,67.500,-1.000,-1.459854,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_057_058_demo_surface_condition_index,seg_057_058,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,66.500,66.500,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_058_059_demo_surface_condition_index,seg_058_059,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,75.000,76.000,1.000,1.333333,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_059_060_demo_surface_condition_index,seg_059_060,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,73.000,75.000,2.000,2.739726,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_060_061_demo_surface_condition_index,seg_060_061,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,71.000,69.000,-2.000,-2.816901,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_061_062_demo_surface_condition_index,seg_061_062,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,69.000,68.000,-1.000,-1.449275,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_062_063_demo_surface_condition_index,seg_062_063,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,67.000,67.000,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_063_064_demo_surface_condition_index,seg_063_064,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,65.000,66.000,1.000,1.538462,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_064_065_demo_surface_condition_index,seg_064_065,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,73.500,75.500,2.000,2.721088,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_065_066_demo_surface_condition_index,seg_065_066,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,71.500,69.500,-2.000,-2.797203,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_066_067_demo_surface_condition_index,seg_066_067,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,69.500,68.500,-1.000,-1.438849,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_067_068_demo_surface_condition_index,seg_067_068,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,67.500,67.500,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_068_069_demo_surface_condition_index,seg_068_069,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,65.500,66.500,1.000,1.526718,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_069_070_demo_surface_condition_index,seg_069_070,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,74.000,76.000,2.000,2.702703,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_070_071_demo_surface_condition_index,seg_070_071,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,72.000,80.000,8.000,11.111111,increase,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_071_072_demo_surface_condition_index,seg_071_072,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,70.000,78.000,8.000,11.428571,increase,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_072_073_demo_surface_condition_index,seg_072_073,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,68.000,76.000,8.000,11.764706,increase,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_073_074_demo_surface_condition_index,seg_073_074,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,66.000,74.000,8.000,12.121212,increase,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_074_075_demo_surface_condition_index,seg_074_075,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,74.500,82.500,8.000,10.738255,increase,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_075_076_demo_surface_condition_index,seg_075_076,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,72.500,70.500,-2.000,-2.758621,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_076_077_demo_surface_condition_index,seg_076_077,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,70.500,69.500,-1.000,-1.418440,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_077_078_demo_surface_condition_index,seg_077_078,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,68.500,68.500,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_078_079_demo_surface_condition_index,seg_078_079,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,66.500,67.500,1.000,1.503759,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_079_080_demo_surface_condition_index,seg_079_080,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,75.000,77.000,2.000,2.666667,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_080_081_demo_surface_condition_index,seg_080_081,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,73.000,71.000,-2.000,-2.739726,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_081_082_demo_surface_condition_index,seg_081_082,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,71.000,70.000,-1.000,-1.408451,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_082_083_demo_surface_condition_index,seg_082_083,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,69.000,69.000,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_083_084_demo_surface_condition_index,seg_083_084,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,67.000,68.000,1.000,1.492537,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_084_085_demo_surface_condition_index,seg_084_085,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,65.000,67.000,2.000,3.076923,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_085_086_demo_surface_condition_index,seg_085_086,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,73.500,71.500,-2.000,-2.721088,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_086_087_demo_surface_condition_index,seg_086_087,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,71.500,70.500,-1.000,-1.398601,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_087_088_demo_surface_condition_index,seg_087_088,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,69.500,69.500,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_088_089_demo_surface_condition_index,seg_088_089,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,67.500,68.500,1.000,1.481481,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_089_090_demo_surface_condition_index,seg_089_090,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,65.500,67.500,2.000,3.053435,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_090_091_demo_surface_condition_index,seg_090_091,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,74.000,72.000,-2.000,-2.702703,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_091_092_demo_surface_condition_index,seg_091_092,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,72.000,71.000,-1.000,-1.388889,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_092_093_demo_surface_condition_index,seg_092_093,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,70.000,70.000,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_093_094_demo_surface_condition_index,seg_093_094,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,68.000,69.000,1.000,1.470588,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_094_095_demo_surface_condition_index,seg_094_095,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,66.000,68.000,2.000,3.030303,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_095_096_demo_surface_condition_index,seg_095_096,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,74.500,72.500,-2.000,-2.684564,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_096_097_demo_surface_condition_index,seg_096_097,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,72.500,71.500,-1.000,-1.379310,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_097_098_demo_surface_condition_index,seg_097_098,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,70.500,70.500,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
