segment_id,km_inicio,km_fin,metric_name,metric_value,spatial_lag_z,local_moran_i,p_sim,p_fdr_bh,significant_fdr,lisa_quadrant,lisa_cluster_fdr,permutations,weights_id,is_simulated,simulation_scenario_id,fuente,source_version,notes
seg_021_022,21,22,demo_surface_condition_index,-12.000000,-2.6678724183,7.0627929078,0.0063000000,0.0758333355,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_022_023,22,23,demo_surface_condition_index,-12.000000,-2.6678724183,7.0627929078,0.0063000000,0.0758333355,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_023_024,23,24,demo_surface_condition_index,-12.000000,-2.6678724183,7.0627929078,0.0063000000,0.0758333355,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_024_025,24,25,demo_surface_condition_index,-12.000000,-2.6678724183,7.0627929078,0.0063000000,0.0758333355,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_025_026,25,26,demo_surface_condition_index,-12.000000,-2.6678724183,7.0627929078,0.0063000000,0.0758333355,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_026_027,26,27,demo_surface_condition_index,-12.000000,-2.6678724183,7.0627929078,0.0063000000,0.0758333355,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_027_028,27,28,demo_surface_condition_index,-12.000000,-2.6678724183,7.0627929078,0.0063000000,0.0758333355,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_028_029,28,29,demo_surface_condition_index,-12.000000,-2.6678724183,7.0627929078,0.0063000000,0.0758333355,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_029_030,29,30,demo_surface_condition_index,-12.000000,-1.4466632127,3.8298243232,0.0439000018,0.4390000105,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_030_031,30,31,demo_surface_condition_index,-2.000000,-1.3245422922,0.2963262646,0.1571000069,0.8169199824,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_031_032,31,32,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8741999865,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_032_033,32,33,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6934000254,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_033_034,33,34,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4147999883,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_034_035,34,35,demo_surface_condition_index,2.000000,0.1409087545,0.1050802357,1.0000000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_035_036,35,36,demo_surface_condition_index,-2.000000,0.3851505956,-0.0861657933,0.4781000018,0.9311493039,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_036_037,36,37,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8751999736,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_037_038,37,38,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6948999763,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_038_039,38,39,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4142999947,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_039_040,39,40,demo_surface_condition_index,2.000000,0.1409087545,0.1050802357,1.0000000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_040_041,40,41,demo_surface_condition_index,-2.000000,0.3851505956,-0.0861657933,0.4765999913,0.9311493039,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_041_042,41,42,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8736000061,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_042_043,42,43,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6926000118,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_043_044,43,44,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4128000140,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_044_045,44,45,demo_surface_condition_index,2.000000,0.1409087545,0.1050802357,1.0000000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_045_046,45,46,demo_surface_condition_index,-2.000000,0.3851505956,-0.0861657933,0.4496999979,0.9311493039,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_046_047,46,47,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8761000037,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_047_048,47,48,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6929000020,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_048_049,48,49,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4124999940,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_049_050,49,50,demo_surface_condition_index,2.000000,0.1409087545,0.1050802357,1.0000000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_050_051,50,51,demo_surface_condition_index,-2.000000,0.3851505956,-0.0861657933,0.4762000144,0.9311493039,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_051_052,51,52,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8748999834,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_052_053,52,53,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6916999817,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_053_054,53,54,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4129000008,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_054_055,54,55,demo_surface_condition_index,2.000000,0.1409087545,0.1050802357,1.0000000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_055_056,55,56,demo_surface_condition_index,-2.000000,0.3851505956,-0.0861657933,0.4747000039,0.9311493039,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_056_057,56,57,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8750000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_057_058,57,58,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6934000254,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_058_059,58,59,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4131000042,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_059_060,59,60,demo_surface_condition_index,2.000000,0.1409087545,0.1050802357,1.0000000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_060_061,60,61,demo_surface_condition_index,-2.000000,0.3851505956,-0.0861657933,0.4747999907,0.9311493039,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_061_062,61,62,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8716999888,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_062_063,62,63,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6919999719,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_063_064,63,64,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4126000106,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_064_065,64,65,demo_surface_condition_index,2.000000,0.1409087545,0.1050802357,1.0000000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_065_066,65,66,demo_surface_condition_index,-2.000000,0.3851505956,-0.0861657933,0.4751000106,0.9311493039,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_066_067,66,67,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8723999858,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_067_068,67,68,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6912999749,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_068_069,68,69,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4122000039,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_069_070,69,70,demo_surface_condition_index,2.000000,1.3621179601,1.0157756116,0.0706000030,0.6555714607,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_070_071,70,71,demo_surface_condition_index,8.000000,1.4842388806,3.2651931901,0.0070000002,0.0758333355,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_071_072,71,72,demo_surface_condition_index,8.000000,2.2169644039,4.8771240055,0.0070000002,0.0758333355,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_072_073,72,73,demo_surface_condition_index,8.000000,2.2169644039,4.8771240055,0.0070000002,0.0758333355,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_073_074,73,74,demo_surface_condition_index,8.000000,2.2169644039,4.8771240055,0.0070000002,0.0758333355,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_074_075,74,75,demo_surface_condition_index,8.000000,0.9957551984,2.1905726466,0.0854000002,0.7401333451,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_075_076,75,76,demo_surface_condition_index,-2.000000,1.1178761189,-0.2500909609,0.1169999987,0.8169199824,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_076_077,76,77,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8733000159,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_077_078,77,78,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6911000013,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_078_079,78,79,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4142000079,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_079_080,79,80,demo_surface_condition_index,2.000000,0.1409087545,0.1050802357,1.0000000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_080_081,80,81,demo_surface_condition_index,-2.000000,0.3851505956,-0.0861657933,0.4765000045,0.9311493039,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_081_082,81,82,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8765000105,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_082_083,82,83,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6901000142,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_083_084,83,84,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4142000079,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_084_085,84,85,demo_surface_condition_index,2.000000,0.1409087545,0.1050802357,1.0000000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_085_086,85,86,demo_surface_condition_index,-2.000000,0.3851505956,-0.0861657933,0.4762000144,0.9311493039,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_086_087,86,87,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8765000105,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_087_088,87,88,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6919000149,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_088_089,88,89,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4144999981,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_089_090,89,90,demo_surface_condition_index,2.000000,0.1409087545,0.1050802357,1.0000000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_090_091,90,91,demo_surface_condition_index,-2.000000,0.3851505956,-0.0861657933,0.4792999923,0.9311493039,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
